"year","sex","age","deaths"
1997,"female",70,748.777434101427
1997,"female",75,851.709102940168
1997,"female",80,869.873515088181
1997,"female",85,1509.66447630153
1998,"female",0,603.291897102912
1998,"female",1,129.80259802056
1998,"female",5,44.6196430695674
1998,"female",10,42.5914774754961
1998,"female",15,52.7323054458524
1998,"female",20,68.9576301984223
1998,"female",25,66.9294646043511
1998,"female",30,89.2392861391348
1998,"female",35,117.633604456132
1998,"female",40,137.915260396845
1998,"female",45,231.210877724122
1998,"female",50,233.239043318193
1998,"female",55,425.914774754961
1998,"female",60,460.393589854173
1998,"female",65,600.337015845088
1998,"female",70,724.055117083434
1998,"female",75,866.026708668421
1998,"female",80,971.491319560126
1998,"female",85,1766.53223243605
1999,"female",0,507.826517257938
1999,"female",1,116.052076233062
1999,"female",5,40.7200267484427
1999,"female",10,34.6120227361763
1999,"female",15,50.9000334355533
1999,"female",20,65.1520427975083
1999,"female",25,75.3320494846189
1999,"female",30,89.5840588465739
1999,"female",35,122.160080245328
1999,"female",40,160.844105656349
1999,"female",45,205.636135079635
1999,"female",50,293.184192588787
1999,"female",55,323.724212650119
1999,"female",60,490.676322318734
1999,"female",65,629.124413263439
1999,"female",70,710.564466760325
1999,"female",75,897.876589803161
1999,"female",80,932.488612539337
1999,"female",85,1492.38898033042
2000,"female",0,498.429313426558
2000,"female",1,103.991507067148
2000,"female",5,50.9762289544845
2000,"female",10,50.9762289544845
2000,"female",15,63.2105239035608
2000,"female",20,61.1714747453814
2000,"female",25,83.6010154853546
2000,"female",30,124.381998648942
2000,"female",35,126.421047807122
2000,"female",40,167.202030970709
2000,"female",45,214.100161608835
2000,"female",50,311.974521201445
2000,"female",55,360.91170099775
2000,"female",60,505.684191228486
2000,"female",65,568.894715132047
2000,"female",70,721.8234019955
2000,"female",75,907.376875389824
2000,"female",80,940.001661920694
2000,"female",85,1553.75545853269
2001,"female",0,533.108321981359
2001,"female",1,110.891407380735
2001,"female",5,46.3727703592163
2001,"female",10,36.2917333246041
2001,"female",15,64.5186370215184
2001,"female",20,66.5348444284408
2001,"female",25,54.4375999869061
2001,"female",30,74.5996740561306
2001,"female",35,114.92382219458
2001,"female",40,139.118311077649
2001,"female",45,219.766607354547
2001,"female",50,320.576977700669
2001,"female",55,387.11182212911
2001,"female",60,489.938399882155
2001,"female",65,564.538073938286
2001,"female",70,762.126399816686
2001,"female",75,1014.15232568199
2001,"female",80,963.747140508931
2001,"female",85,1750.06802920869
2002,"female",0,448.812043792832
2002,"female",1,72.3113363167506
2002,"female",5,46.1989093134796
2002,"female",10,54.233502237563
2002,"female",15,52.2248540065421
2002,"female",20,78.3372810098132
2002,"female",25,78.3372810098132
2002,"female",30,108.467004475126
2002,"female",35,130.562135016355
2002,"female",40,176.761044329835
2002,"female",45,237.02049126046
2002,"female",50,313.349124039253
2002,"female",55,459.980444903775
2002,"female",60,512.205298910317
2002,"female",65,592.551228151151
2002,"female",70,811.493885332424
2002,"female",75,881.796573418153
2002,"female",80,1074.62680359616
2002,"female",85,1767.61044329835
2003,"female",0,427.131741258641
2003,"female",1,100.265666962122
2003,"female",5,34.0903267671216
2003,"female",10,54.1434601595461
2003,"female",15,66.1753401950007
2003,"female",20,78.2072202304554
2003,"female",25,102.270980301365
2003,"female",30,76.201906891213
2003,"female",35,128.340053711517
2003,"female",40,150.398500443184
2003,"female",45,248.658854066063
2003,"female",50,324.860760957276
2003,"female",55,381.009534456065
2003,"female",60,489.296454775157
2003,"female",65,633.679015200613
2003,"female",70,890.359122623646
2003,"female",75,1018.69917633516
2003,"female",80,1225.24645027713
2003,"female",85,1874.01017711802
2004,"female",0,434.493350062735
2004,"female",1,94.5425345043915
2004,"female",5,42.242409033877
2004,"female",10,40.2308657465496
2004,"female",15,60.3462986198243
2004,"female",20,64.3693851944793
2004,"female",25,68.3924717691342
2004,"female",30,58.3347553324969
2004,"female",35,118.681053952321
2004,"female",40,152.877289836888
2004,"female",45,225.292848180678
2004,"female",50,305.754579673777
2004,"female",55,466.678042659975
2004,"female",60,557.197490589711
2004,"female",65,716.109410288582
2004,"female",70,770.421079046424
2004,"female",75,893.1252195734
2004,"female",80,1158.64893350063
2004,"female",85,1788.26198243413
2005,"female",0,344.292321625504
2005,"female",1,100.428273641043
2005,"female",5,46.1970058748797
2005,"female",10,36.1541785107754
2005,"female",15,50.2141368205214
2005,"female",20,76.3254879671925
2005,"female",25,76.3254879671925
2005,"female",30,100.428273641043
2005,"female",35,104.445404586684
2005,"female",40,130.556755733356
2005,"female",45,269.147773357995
2005,"female",50,275.173469776457
2005,"female",55,470.00432064008
2005,"female",60,554.364070498556
